,fips,state,name,area_2010,unemployment_rate_2019,per_capita_income_2019,"Total publicly funded clinics, 2015 [1]",proportion_votes_democrats_2016,proportion_votes_republican_2016,clinics_per_sqmiles,clinics_per_1000_sqmiles,percent_votes_democrats_2016,percent_votes_republican_2016,Rates_of_adherence_per_1000_population
684,17191,Illinois,Wayne County,713.81,2.6,26313,1,0.126937984,0.843386628,0.001400933,1.40,12.69,84.34,704.54
685,17193,Illinois,White County,494.77,6.7,26746,3,0.193716559,0.7736315,0.006063423,6.06,19.37,77.36,551.91
686,17195,Illinois,Whiteside County,684.25,3.9,29856,1,0.436533122,0.499682666,0.001461454,1.46,43.65,49.97,523.9
687,17197,Illinois,Will County,836.91,4.3,36524,3,0.502491323,0.445778496,0.003584615,3.58,50.25,44.58,592.48
688,17199,Illinois,Williamson County,420.15,5.2,28375,4,0.271752275,0.684329451,0.009520409,9.52,27.18,68.43,459.75
689,17201,Illinois,Winnebago County,513.36,7.5,29278,5,0.465331293,0.47707185,0.009739754,9.74,46.53,47.71,445.51
690,17203,Illinois,Woodford County,527.8,3.6,37170,0,0.261385322,0.679766878,0,0.00,26.14,67.98,523.12
691,18001,Indiana,Adams County,339.03,2.8,23316,0,0.21489378,0.739473886,0,0.00,21.49,73.95,401.85
692,18003,Indiana,Allen County,657.31,4.5,29160,4,0.378785488,0.574818056,0.006085409,6.09,37.88,57.48,732.31
693,18005,Indiana,Bartholomew County,406.91,4,31774,3,0.303837723,0.637160764,0.007372638,7.37,30.38,63.72,537.46
694,18007,Indiana,Benton County,406.42,3.1,25187,0,0.235358511,0.705801861,0,0.00,23.54,70.58,488.63
695,18009,Indiana,Blackford County,165.08,5.4,24302,0,0.257776856,0.694525093,0,0.00,25.78,69.45,787.33
696,18011,Indiana,Boone County,422.91,2,48295,1,0.317550919,0.613018933,0.002364569,2.36,31.76,61.30,303.54
697,18013,Indiana,Brown County,311.98,4.9,34372,0,0.318411735,0.634167931,0,0.00,31.84,63.42,592.28
698,18015,Indiana,Carroll County,372.22,2.1,29366,1,0.219653851,0.728656058,0.002686583,2.69,21.97,72.87,227.92
699,18017,Indiana,Cass County,412.16,4.6,24948,1,0.265864874,0.686027591,0.002426242,2.43,26.59,68.60,385.31
700,18019,Indiana,Clark County,372.86,4.8,29062,3,0.367701158,0.587273012,0.008045915,8.05,36.77,58.73,443.54
701,18021,Indiana,Clay County,357.54,4.3,26257,0,0.204813927,0.757438494,0,0.00,20.48,75.74,341.26
702,18023,Indiana,Clinton County,405.07,3.4,24489,0,0.23697041,0.717047747,0,0.00,23.70,71.70,419.49
703,18025,Indiana,Crawford County,305.64,3.8,22443,0,0.288172511,0.656284034,0,0.00,28.82,65.63,440.8
704,18027,Indiana,Daviess County,429.49,2.9,23848,1,0.167660209,0.795920268,0.002328343,2.33,16.77,79.59,363.02
705,18029,Indiana,Dearborn County,305.03,3,30800,0,0.204224174,0.757423672,0,0.00,20.42,75.74,554.38
706,18031,Indiana,Decatur County,372.57,3.2,27006,0,0.191167192,0.765029292,0,0.00,19.12,76.50,403.22
707,18033,Indiana,DeKalb County,362.82,2.9,29073,1,0.234360133,0.716817317,0.002756188,2.76,23.44,71.68,579.6
708,18035,Indiana,Delaware County,392.12,5.4,25107,6,0.404930759,0.541779458,0.015301438,15.30,40.49,54.18,406.53
709,18037,Indiana,Dubois County,427.27,1.9,30366,1,0.270572877,0.671034794,0.00234044,2.34,27.06,67.10,295.93
710,18039,Indiana,Elkhart County,463.17,3.9,26150,5,0.317041741,0.641385552,0.010795172,10.80,31.70,64.14,750.79
711,18041,Indiana,Fayette County,215.01,4.2,24015,0,0.236306401,0.717628541,0,0.00,23.63,71.76,417.43
712,18043,Indiana,Floyd County,147.94,3.6,33478,2,0.374452653,0.57560779,0.013518994,13.52,37.45,57.56,428.1
713,18045,Indiana,Fountain County,395.66,3.6,28058,0,0.197484613,0.757425743,0,0.00,19.75,75.74,575.79
714,18047,Indiana,Franklin County,384.43,2.5,29166,0,0.178980892,0.78844404,0,0.00,17.90,78.84,316.59
715,18049,Indiana,Fulton County,368.39,4.5,26427,0,0.234057798,0.717697636,0,0.00,23.41,71.77,417.42
716,18051,Indiana,Gibson County,487.49,2.6,28076,0,0.240434333,0.716067735,0,0.00,24.04,71.61,337.35
717,18053,Indiana,Grant County,414.07,6.5,23046,1,0.278497563,0.67391735,0.002415051,2.42,27.85,67.39,412.47
718,18055,Indiana,Greene County,542.5,4.5,25453,0,0.212816973,0.746566882,0,0.00,21.28,74.66,400.51
719,18057,Indiana,Hamilton County,394.27,2.4,49287,3,0.372414242,0.56824188,0.007608999,7.61,37.24,56.82,373.01
720,18059,Indiana,Hancock County,306.02,1.8,34119,1,0.247064701,0.695311849,0.00326776,3.27,24.71,69.53,426.38
721,18061,Indiana,Harrison County,484.52,4.5,28119,2,0.257772021,0.701262953,0.004127797,4.13,25.78,70.13,387.8
722,18063,Indiana,Hendricks County,406.91,3.4,36569,1,0.300233862,0.642137713,0.002457546,2.46,30.02,64.21,391.6
723,18065,Indiana,Henry County,391.88,4.9,24687,1,0.255242839,0.692154421,0.002551802,2.55,25.52,69.22,407.67
724,18067,Indiana,Howard County,293.06,4.8,28129,1,0.305136856,0.644147576,0.003412271,3.41,30.51,64.41,389.15
725,18069,Indiana,Huntington County,382.65,2.2,26502,0,0.219481658,0.729247527,0,0.00,21.95,72.92,507.17
726,18071,Indiana,Jackson County,509.31,4.2,25840,2,0.219199179,0.733344741,0.003926881,3.93,21.92,73.33,497.87
727,18073,Indiana,Jasper County,559.63,3.2,28240,0,0.249718701,0.70377316,0,0.00,24.97,70.38,571.53
728,18075,Indiana,Jay County,383.91,3.2,23443,0,0.237251947,0.715523738,0,0.00,23.73,71.55,407.34
729,18077,Indiana,Jefferson County,360.63,3.6,27152,0,0.321298566,0.6342768,0,0.00,32.13,63.43,386.77
730,18079,Indiana,Jennings County,376.58,2.3,26017,0,0.21268556,0.739721098,0,0.00,21.27,73.97,451.06
731,18081,Indiana,Johnson County,320.43,3.2,34408,2,0.26148666,0.686345861,0.006241613,6.24,26.15,68.63,366.52
732,18083,Indiana,Knox County,516.03,3.5,26041,1,0.243622037,0.715429826,0.001937872,1.94,24.36,71.54,460.87
733,18085,Indiana,Kosciusko County,531.38,3.1,29786,1,0.197793588,0.749334002,0.001881892,1.88,19.78,74.93,470.76
734,18087,Indiana,LaGrange County,379.62,1.3,24549,2,0.217755444,0.735448074,0.005268426,5.27,21.78,73.54,339.36
735,18089,Indiana,Lake County,498.96,6.5,28923,0,0.583759058,0.377358962,0,0.00,58.38,37.74,573.34
736,18091,Indiana,LaPorte County,598.3,6,27264,16,0.439947549,0.504022759,0.026742437,26.74,43.99,50.40,554.75
737,18093,Indiana,Lawrence County,449.17,3.8,26603,0,0.220696163,0.735688824,0,0.00,22.07,73.57,360.82
738,18095,Indiana,Madison County,451.92,5.3,25557,5,0.346533731,0.603354454,0.011063905,11.06,34.65,60.34,438.68
739,18097,Indiana,Marion County,396.3,5.7,28566,30,0.58901598,0.360672446,0.075700227,75.70,58.90,36.07,369.38
740,18099,Indiana,Marshall County,443.63,4.6,25761,0,0.266437139,0.682252332,0,0.00,26.64,68.23,424.15
741,18101,Indiana,Martin County,335.74,1.9,26758,0,0.183274392,0.768670689,0,0.00,18.33,76.87,345.9
742,18103,Indiana,Miami County,373.84,4.5,24028,1,0.205803571,0.7421875,0.002674941,2.67,20.58,74.22,601.03
743,18105,Indiana,Monroe County,394.51,4.6,28514,2,0.593217986,0.356229283,0.00506958,5.07,59.32,35.62,371.54
744,18107,Indiana,Montgomery County,504.61,3.3,27162,0,0.222634263,0.731805841,0,0.00,22.26,73.18,302.94
745,18109,Indiana,Morgan County,403.97,4.5,30721,0,0.193617704,0.759172547,0,0.00,19.36,75.92,431.22
746,18111,Indiana,Newton County,401.76,8,26007,0,0.242272492,0.703505439,0,0.00,24.23,70.35,360.48
747,18113,Indiana,Noble County,410.84,2.9,26832,0,0.231142688,0.722202487,0,0.00,23.11,72.22,361.77
748,18115,Indiana,Ohio County,86.14,1.9,30517,0,0.235173123,0.726088447,0,0.00,23.52,72.61,290.98
749,18117,Indiana,Orange County,398.39,3.6,24080,0,0.250091586,0.708267188,0,0.00,25.01,70.83,287.53
750,18119,Indiana,Owen County,385.29,4.8,25209,1,0.228403756,0.721948357,0.002595448,2.60,22.84,72.19,433.22
751,18121,Indiana,Parke County,444.66,5.4,23574,1,0.21913017,0.739507299,0.002248909,2.25,21.91,73.95,244.4
752,18123,Indiana,Perry County,381.73,2.8,25707,0,0.381557632,0.567725857,0,0.00,38.16,56.77,345.69
753,18125,Indiana,Pike County,334.24,4,25624,1,0.216998494,0.735820646,0.002991862,2.99,21.70,73.58,472.02
754,18127,Indiana,Porter County,418.15,4,34595,5,0.438359567,0.506183653,0.011957432,11.96,43.84,50.62,261.66
755,18129,Indiana,Posey County,409.57,3.9,32091,0,0.282374679,0.674244859,0,0.00,28.24,67.42,402.06
756,18131,Indiana,Pulaski County,433.65,7,24992,0,0.24406842,0.708846791,0,0.00,24.41,70.88,509.38
757,18133,Indiana,Putnam County,480.53,3,26120,1,0.228610354,0.724591281,0.002081036,2.08,22.86,72.46,411.65
758,18135,Indiana,Randolph County,452.38,5.1,24964,0,0.23393267,0.71872609,0,0.00,23.39,71.87,335.35
759,18137,Indiana,Ripley County,446.43,4.4,28312,0,0.193197811,0.766692729,0,0.00,19.32,76.67,328.65
760,18139,Indiana,Rush County,408.12,4.4,26301,1,0.211394511,0.733573607,0.00245026,2.45,21.14,73.36,602.64
761,18141,Indiana,St. Joseph County,457.85,4.2,28215,1,0.477350802,0.475267697,0.002184121,2.18,47.74,47.53,486.89
762,18143,Indiana,Scott County,190.4,4.8,23646,0,0.291611479,0.670419426,0,0.00,29.16,67.04,655.32
763,18145,Indiana,Shelby County,411.15,3.4,29583,0,0.236799554,0.709116253,0,0.00,23.68,70.91,405.98
764,18147,Indiana,Spencer County,396.74,2.1,31287,6,0.287277839,0.659905613,0.015123255,15.12,28.73,65.99,354.01
765,18149,Indiana,Starke County,309.13,4.7,24673,0,0.269781054,0.690114893,0,0.00,26.98,69.01,472.17
766,18151,Indiana,Steuben County,308.94,2.6,29949,0,0.257467309,0.696971783,0,0.00,25.75,69.70,264.39
767,18153,Indiana,Sullivan County,447.14,4.3,24356,0,0.246874635,0.717139853,0,0.00,24.69,71.71,336.67
768,18155,Indiana,Switzerland County,220.63,5.5,24944,0,0.255564716,0.702940368,0,0.00,25.56,70.29,361.96
769,18157,Indiana,Tippecanoe County,499.81,3.8,27451,3,0.439417921,0.496010724,0.006002281,6.00,43.94,49.60,236.88
770,18159,Indiana,Tipton County,260.54,3.2,31025,0,0.211318242,0.744207723,0,0.00,21.13,74.42,326.83
771,18161,Indiana,Union County,161.22,1.3,25661,0,0.217589775,0.744065733,0,0.00,21.76,74.41,365.02
772,18163,Indiana,Vanderburgh County,233.48,4.6,29638,7,0.393234849,0.561752158,0.029981155,29.98,39.32,56.18,341.14
773,18165,Indiana,Vermillion County,256.88,5.5,26493,2,0.30102705,0.652538695,0.007785737,7.79,30.10,65.25,530.66
774,18167,Indiana,Vigo County,403.31,6.3,25113,4,0.402385706,0.554070105,0.009917929,9.92,40.24,55.41,378.79
775,18169,Indiana,Wabash County,412.43,4.7,27149,0,0.224972046,0.731941856,0,0.00,22.50,73.19,326.77
776,18171,Indiana,Warren County,364.68,4,31104,0,0.214085226,0.738964021,0,0.00,21.41,73.90,418.24
777,18173,Indiana,Warrick County,384.82,2.9,37466,1,0.306866156,0.646188659,0.002598618,2.60,30.69,64.62,294.43
778,18175,Indiana,Washington County,513.73,5,25015,0,0.232595076,0.72408012,0,0.00,23.26,72.41,470.69
779,18177,Indiana,Wayne County,401.74,4.8,26510,2,0.325395894,0.626705767,0.004978344,4.98,32.54,62.67,406.52
780,18179,Indiana,Wells County,368.09,2.9,28663,0,0.196982397,0.761944677,0,0.00,19.70,76.19,429.01
781,18181,Indiana,White County,505.13,3.5,27461,1,0.258836599,0.68804282,0.001979688,1.98,25.88,68.80,422.09
782,18183,Indiana,Whitley County,335.57,3.7,31843,0,0.217508851,0.731058899,0,0.00,21.75,73.11,442.44
783,19001,Iowa,Adair County,569.27,2.8,30822,0,0.29981378,0.653365257,0,0.00,29.98,65.34,373
784,19003,Iowa,Adams County,423.44,4.3,28440,0,0.271373679,0.669068204,0,0.00,27.14,66.91,504.04
785,19005,Iowa,Allamakee County,639.08,3.1,27892,0,0.352347521,0.595582858,0,0.00,35.23,59.56,350.21
786,19007,Iowa,Appanoose County,497.29,6.8,26012,1,0.297408136,0.661253281,0.002010899,2.01,29.74,66.13,645.71
787,19009,Iowa,Audubon County,442.96,1.7,30344,0,0.319325244,0.631843741,0,0.00,31.93,63.18,394.51
788,19011,Iowa,Benton County,716.27,2.8,33301,2,0.341271001,0.600876552,0.002792243,2.79,34.13,60.09,788.2
789,19013,Iowa,Black Hawk County,565.77,3.7,30563,4,0.506255833,0.433115579,0.007070011,7.07,50.63,43.31,530.14
790,19015,Iowa,Boone County,571.57,2.4,32889,1,0.394522311,0.533323799,0.001749567,1.75,39.45,53.33,542.69
791,19017,Iowa,Bremer County,435.48,2.2,32814,0,0.400674157,0.539250936,0,0.00,40.07,53.93,532.5
792,19019,Iowa,Buchanan County,571.02,1.7,33373,1,0.391240012,0.542961428,0.001751252,1.75,39.12,54.30,702.42
793,19021,Iowa,Buena Vista County,574.92,5.1,26526,1,0.34857562,0.598483922,0.001739372,1.74,34.86,59.85,635.18
794,19023,Iowa,Butler County,580.13,2.6,30036,1,0.290063028,0.65951455,0.001723752,1.72,29.01,65.95,625.02
795,19025,Iowa,Calhoun County,569.97,2.3,28434,0,0.273457395,0.678942214,0,0.00,27.35,67.89,706.87
796,19027,Iowa,Carroll County,569.44,2.1,31648,1,0.316722568,0.635074269,0.001756111,1.76,31.67,63.51,887.49
797,19029,Iowa,Cass County,564.27,2.1,28302,1,0.275832743,0.673990078,0.001772201,1.77,27.58,67.40,880.81
798,19031,Iowa,Cedar County,579.44,3,32268,0,0.381206052,0.562007245,0,0.00,38.12,56.20,614.65
799,19033,Iowa,Cerro Gordo County,568.31,3.9,32757,1,0.434763399,0.511774842,0.001759603,1.76,43.48,51.18,432.46
800,19035,Iowa,Cherokee County,576.91,3.4,32999,0,0.270934368,0.677012609,0,0.00,27.09,67.70,678.22
801,19037,Iowa,Chickasaw County,504.38,1.5,31095,0,0.355583477,0.587246741,0,0.00,35.56,58.72,656.89
802,19039,Iowa,Clarke County,431.17,2.1,27416,0,0.332122588,0.61430193,0,0.00,33.21,61.43,770.96
803,19041,Iowa,Clay County,567.24,4.5,28747,0,0.262936081,0.687192695,0,0.00,26.29,68.72,486.22
804,19043,Iowa,Clayton County,778.54,1.9,28294,0,0.355682568,0.583534843,0,0.00,35.57,58.35,712.19
805,19045,Iowa,Clinton County,694.92,4.4,28483,2,0.443071918,0.494505011,0.002878029,2.88,44.31,49.45,685.7
806,19047,Iowa,Crawford County,714.19,5.9,29196,1,0.289274264,0.671524337,0.001400188,1.40,28.93,67.15,526.2
807,19049,Iowa,Dallas County,588.45,2.1,45090,2,0.416354308,0.512746896,0.003398759,3.40,41.64,51.27,652.55
808,19051,Iowa,Davis County,502.19,3.5,29387,0,0.252980819,0.705287714,0,0.00,25.30,70.53,559.34
809,19053,Iowa,Decatur County,531.88,3.8,22875,2,0.324331623,0.620037807,0.003760247,3.76,32.43,62.00,483.61
810,19055,Iowa,Delaware County,577.76,1.5,32112,0,0.322531369,0.620621931,0,0.00,32.25,62.06,335.82
811,19057,Iowa,Des Moines County,416.12,4.7,29941,2,0.437022391,0.506546251,0.004806306,4.81,43.70,50.65,701.02
812,19059,Iowa,Dickinson County,380.61,1.6,39052,0,0.297745682,0.658046257,0,0.00,29.77,65.80,435.83
813,19061,Iowa,Dubuque County,608.31,3.2,32905,3,0.464424822,0.476864409,0.004931696,4.93,46.44,47.69,751.06
814,19063,Iowa,Emmet County,395.88,2.7,28651,0,0.288081581,0.663055024,0,0.00,28.81,66.31,683.76
815,19065,Iowa,Fayette County,730.81,2.5,28643,0,0.373586059,0.569754407,0,0.00,37.36,56.98,743.84
816,19067,Iowa,Floyd County,500.63,2.5,29622,0,0.397871008,0.547401378,0,0.00,39.79,54.74,699.43
817,19069,Iowa,Franklin County,581.97,3.5,29546,1,0.303153611,0.641505595,0.001718302,1.72,30.32,64.15,588.54
818,19071,Iowa,Fremont County,511.15,3.5,29261,0,0.269836804,0.675576815,0,0.00,26.98,67.56,646.25
819,19073,Iowa,Greene County,569.57,4.5,28451,0,0.354472911,0.59197816,0,0.00,35.45,59.20,422.93
820,19075,Iowa,Grundy County,501.86,1.8,36231,0,0.27298256,0.667454922,0,0.00,27.30,66.75,562.66
821,19077,Iowa,Guthrie County,590.62,3,31128,0,0.304209409,0.637247966,0,0.00,30.42,63.72,608.45
822,19079,Iowa,Hamilton County,576.75,2.4,30127,0,0.357754645,0.586375016,0,0.00,35.78,58.64,497.72
823,19081,Iowa,Hancock County,571.01,1.7,30309,0,0.27205503,0.683061049,0,0.00,27.21,68.31,625.02
824,19083,Iowa,Hardin County,569.31,1.7,28770,0,0.329336341,0.621037635,0,0.00,32.93,62.10,670.22
825,19085,Iowa,Harrison County,696.85,1.6,32443,1,0.287747357,0.663052318,0.001435029,1.44,28.77,66.31,669.9
826,19087,Iowa,Henry County,434.33,4.8,26408,0,0.311975016,0.620719362,0,0.00,31.20,62.07,525.86
827,19089,Iowa,Howard County,473.25,1.8,29032,0,0.371422232,0.579321056,0,0.00,37.14,57.93,462.75
828,19091,Iowa,Humboldt County,434.35,3.8,30480,1,0.248559507,0.708126366,0.002302291,2.30,24.86,70.81,831.07
829,19093,Iowa,Ida County,431.51,1.8,33789,0,0.220612813,0.739554318,0,0.00,22.06,73.96,781.56
830,19095,Iowa,Iowa County,586.46,1.6,33755,0,0.349300262,0.590852202,0,0.00,34.93,59.09,842.29
831,19097,Iowa,Jackson County,636.04,3.1,29660,1,0.376029008,0.570462564,0.001572228,1.57,37.60,57.05,580.5
832,19099,Iowa,Jasper County,730.42,3.1,28604,0,0.378568385,0.562207073,0,0.00,37.86,56.22,597.84
833,19101,Iowa,Jefferson County,435.51,6.9,28611,1,0.462692163,0.467191601,0.002296159,2.30,46.27,46.72,437.73
834,19103,Iowa,Johnson County,614.04,3,35108,2,0.66028531,0.277549348,0.003257117,3.26,66.03,27.75,373.33
835,19105,Iowa,Jones County,575.62,2.9,29453,2,0.377484767,0.571171711,0.003474514,3.47,37.75,57.12,353.59
836,19107,Iowa,Keokuk County,579.18,4.7,29957,1,0.260395224,0.696788802,0.001726579,1.73,26.04,69.68,479.7
837,19109,Iowa,Kossuth County,972.72,2.9,31225,0,0.297354497,0.662786596,0,0.00,29.74,66.28,420.32
838,19111,Iowa,Lee County,517.52,6.2,26710,2,0.389794249,0.551311898,0.003864585,3.86,38.98,55.13,894.16
839,19113,Iowa,Linn County,716.88,3.5,34545,6,0.510020582,0.420210354,0.008369602,8.37,51.00,42.02,502.37
840,19115,Iowa,Louisa County,401.77,3.6,29021,1,0.332389237,0.619057253,0.002488986,2.49,33.24,61.91,528.26
841,19117,Iowa,Lucas County,430.59,2.9,31069,0,0.287642541,0.668606004,0,0.00,28.76,66.86,341.27
842,19119,Iowa,Lyon County,587.65,1.4,29124,0,0.144728535,0.818813131,0,0.00,14.47,81.88,445.94
843,19121,Iowa,Madison County,561.01,2.8,35470,0,0.312800657,0.626070632,0,0.00,31.28,62.61,871.34
844,19123,Iowa,Mahaska County,570.86,3.5,28174,1,0.24833238,0.705546026,0.001751743,1.75,24.83,70.55,383.95
845,19125,Iowa,Marion County,554.53,2.1,30644,0,0.311552922,0.623219779,0,0.00,31.16,62.32,443.72
846,19127,Iowa,Marshall County,572.5,4.2,27196,2,0.430677966,0.515536723,0.00349345,3.49,43.07,51.55,602.36
847,19129,Iowa,Mills County,437.44,3.5,34850,0,0.273396425,0.663774974,0,0.00,27.34,66.38,537.22
848,19131,Iowa,Mitchell County,469.13,1.7,29676,0,0.350559701,0.593283582,0,0.00,35.06,59.33,390.2
849,19133,Iowa,Monona County,694.07,3.2,29591,2,0.274917127,0.68839779,0.002881554,2.88,27.49,68.84,670.19
850,19135,Iowa,Monroe County,433.72,3.6,28999,1,0.273933403,0.685483871,0.002305635,2.31,27.39,68.55,588.55
851,19137,Iowa,Montgomery County,424.1,3.9,29781,0,0.262505002,0.68647459,0,0.00,26.25,68.65,477.04
852,19139,Iowa,Muscatine County,437.47,2.7,29511,1,0.434035419,0.500314367,0.002285871,2.29,43.40,50.03,529.05
853,19141,Iowa,O'Brien County,573.04,1.5,30564,0,0.17882417,0.780484486,0,0.00,17.88,78.05,411.81
854,19143,Iowa,Osceola County,398.68,2.8,30955,0,0.172661871,0.79074132,0,0.00,17.27,79.07,767.19
855,19145,Iowa,Page County,534.94,4.4,27390,0,0.258467279,0.699626866,0,0.00,25.85,69.96,717.27
856,19147,Iowa,Palo Alto County,563.84,1.6,28445,0,0.298459564,0.658750535,0,0.00,29.85,65.88,579.96
857,19149,Iowa,Plymouth County,862.89,1.4,33982,0,0.220418167,0.739756452,0,0.00,22.04,73.98,769.56
858,19151,Iowa,Pocahontas County,577.24,2.5,30013,0,0.251109371,0.702688593,0,0.00,25.11,70.27,737.13
859,19153,Iowa,Polk County,573.8,3.7,35433,11,0.523907714,0.408987829,0.019170443,19.17,52.39,40.90,621.75
860,19155,Iowa,Pottawattamie County,950.28,3.3,30318,3,0.363306967,0.578814001,0.003156964,3.16,36.33,57.88,449.94
861,19157,Iowa,Poweshiek County,584.93,4.2,31827,1,0.440730424,0.509233467,0.001709606,1.71,44.07,50.92,388.69
862,19159,Iowa,Ringgold County,535.5,4.1,28756,0,0.280551416,0.678092399,0,0.00,28.06,67.81,486.94
863,19161,Iowa,Sac County,575.01,2.7,32274,0,0.246025591,0.715781311,0,0.00,24.60,71.58,618.01
864,19163,Iowa,Scott County,458.09,3.4,33643,4,0.474822687,0.460460897,0.008731909,8.73,47.48,46.05,753.53
865,19165,Iowa,Shelby County,590.78,1.8,32703,1,0.262998405,0.692185008,0.001692677,1.69,26.30,69.22,480.57
866,19167,Iowa,Sioux County,768.33,2.6,29360,2,0.127244427,0.820557007,0.002603048,2.60,12.72,82.06,742.25
867,19169,Iowa,Story County,572.82,3.5,29539,2,0.512880801,0.39073809,0.003491498,3.49,51.29,39.07,853.79
868,19171,Iowa,Tama County,721.01,3.3,28585,2,0.369847151,0.575266327,0.002773887,2.77,36.98,57.53,490.95
869,19173,Iowa,Taylor County,531.9,3.4,29778,0,0.251415251,0.701964702,0,0.00,25.14,70.20,483.03
870,19175,Iowa,Union County,423.65,4,27750,0,0.332871012,0.610436893,0,0.00,33.29,61.04,564.83
871,19177,Iowa,Van Buren County,484.79,4.7,27252,0,0.239081112,0.715825298,0,0.00,23.91,71.58,419.9
872,19179,Iowa,Wapello County,431.83,5.6,26424,2,0.372832755,0.580821552,0.004631452,4.63,37.28,58.08,400.4
873,19181,Iowa,Warren County,569.83,2.5,36496,0,0.385309853,0.548855699,0,0.00,38.53,54.89,396.97
874,19183,Iowa,Washington County,568.84,3.1,30547,0,0.363821138,0.570029564,0,0.00,36.38,57.00,396.37
875,19185,Iowa,Wayne County,525.44,1.6,25628,0,0.246148579,0.708319069,0,0.00,24.61,70.83,574.32
876,19187,Iowa,Webster County,715.62,3.5,26498,3,0.365044376,0.582922443,0.004192169,4.19,36.50,58.29,500.23
877,19189,Iowa,Winnebago County,400.49,2.7,28342,1,0.335840476,0.601189435,0.002496941,2.50,33.58,60.12,645.91
878,19191,Iowa,Winneshiek County,689.87,1.7,32075,1,0.466969778,0.475349915,0.001449548,1.45,46.70,47.53,826.34
879,19193,Iowa,Woodbury County,872.83,4.1,28688,2,0.375049496,0.573614702,0.002291397,2.29,37.50,57.36,815.63
880,19195,Iowa,Worth County,400.12,4.5,31949,0,0.361242884,0.579459203,0,0.00,36.12,57.95,591.39
881,19197,Iowa,Wright County,580.42,3.1,29622,1,0.317700454,0.637081862,0.00172289,1.72,31.77,63.71,728.09
882,20001,Kansas,Allen County,500.3,4.6,23734,2,0.26307866,0.672751223,0.003997601,4.00,26.31,67.28,671.78
883,20003,Kansas,Anderson County,579.65,3.2,24309,1,0.202929509,0.728104974,0.001725179,1.73,20.29,72.81,628.75
884,20005,Kansas,Atchison County,431.17,2.7,24237,1,0.304395433,0.622086657,0.002319271,2.32,30.44,62.21,527.03
885,20007,Kansas,Barber County,1134.07,2.5,27648,1,0.127206881,0.824807605,0.00088178,0.88,12.72,82.48,539.47
886,20009,Kansas,Barton County,895.4,3,27495,2,0.180709754,0.769825535,0.002233639,2.23,18.07,76.98,630.12
887,20011,Kansas,Bourbon County,635.47,2.6,23102,1,0.220682663,0.728962487,0.001573638,1.57,22.07,72.90,689.31
888,20013,Kansas,Brown County,570.87,3.4,25208,2,0.214646465,0.722474747,0.003503425,3.50,21.46,72.25,534.37
889,20015,Kansas,Butler County,1429.86,3.4,29986,1,0.239880226,0.694281173,0.000699369,0.70,23.99,69.43,538.36
890,20017,Kansas,Chase County,773.06,2.9,23055,0,0.233233979,0.718330849,0,0.00,23.32,71.83,422.51
891,20019,Kansas,Chautauqua County,638.88,6.3,22962,1,0.127913279,0.841192412,0.001565239,1.57,12.79,84.12,490.68
892,20021,Kansas,Cherokee County,587.57,4.1,22615,2,0.233603625,0.717505366,0.00340385,3.40,23.36,71.75,458.16
893,20023,Kansas,Cheyenne County,1019.89,2.2,29041,0,0.133427963,0.8317956,0,0.00,13.34,83.18,558.35
894,20025,Kansas,Clark County,974.63,1.6,28227,0,0.120040692,0.82706002,0,0.00,12.00,82.71,546.96
895,20027,Kansas,Clay County,645.3,3.1,29235,1,0.17842769,0.759592165,0.001549667,1.55,17.84,75.96,616.25
896,20029,Kansas,Cloud County,715.34,3.3,27279,1,0.194205168,0.745497259,0.001397937,1.40,19.42,74.55,589.22
897,20031,Kansas,Coffey County,626.95,3.7,33371,1,0.181474003,0.754669359,0.001595024,1.60,18.15,75.47,556.28
898,20033,Kansas,Comanche County,788.3,3.1,30355,1,0.119019837,0.822637106,0.001268553,1.27,11.90,82.26,504.71
899,20035,Kansas,Cowley County,1125.75,4.1,24726,2,0.28231041,0.65861474,0.001776593,1.78,28.23,65.86,706.5
900,20037,Kansas,Crawford County,589.76,4.9,23091,2,0.351569009,0.58275479,0.00339121,3.39,35.16,58.28,482.2
901,20039,Kansas,Decatur County,893.52,1.8,30905,1,0.121917808,0.835616438,0.001119169,1.12,12.19,83.56,474.75
902,20041,Kansas,Dickinson County,847.07,4,27219,0,0.197552448,0.737387612,0,0.00,19.76,73.74,895.31
903,20043,Kansas,Doniphan County,393.41,1.4,25775,1,0.173499703,0.772727273,0.002541877,2.54,17.35,77.27,460.72
904,20045,Kansas,Douglas County,455.87,3.7,32281,3,0.623851879,0.296655678,0.006580823,6.58,62.39,29.67,473.51
905,20047,Kansas,Edwards County,621.89,2.5,27431,1,0.159021407,0.789755352,0.001608001,1.61,15.90,78.98,312.05
906,20049,Kansas,Elk County,644.27,6.8,23875,0,0.127084988,0.832406672,0,0.00,12.71,83.24,717.81
907,20051,Kansas,Ellis County,899.91,1.6,30956,2,0.22890223,0.712778731,0.002222444,2.22,22.89,71.28,374.39
908,20053,Kansas,Ellsworth County,715.85,3.4,26443,1,0.196115765,0.736100533,0.001396941,1.40,19.61,73.61,572.58
909,20055,Kansas,Finney County,1301.97,3.9,24152,2,0.30890967,0.632514644,0.001536134,1.54,30.89,63.25,508.85
910,20057,Kansas,Ford County,1098.27,4.7,23293,1,0.273670034,0.672592593,0.000910523,0.91,27.37,67.26,501.58
